julkaisu_pvm;tuotenimi;malli;tekniset_arvot;tuote_paaryhma_nimi;nimike;viivakoodi;vaaranlaji;tapaus_tulos;tapausnumero;tapauksen_kuvat;muut_tiedot;vastuutaho;asiakirjat;puutteet;paatos
28.04.2017;V-TAC;VT-4820PIR / SKU5698;DS-20W, 100-240V, 50/60Hz, class I, IP44;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;3800157604345;Sähköisku;Markkinoilta poisto;JAT-20161216-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=33862,http://marek.tukes.fi/Tuote.aspx?kuvaid=33857,http://marek.tukes.fi/Tuote.aspx?kuvaid=33858;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Focus Interiors Oy ,Maahantuoja,Kuusipolku 35,37150,NOKIA;;Valonheitin liitäntäjohto (Ningbo Dabu Electric Appliance Co. Ltd H05RN-F 3G0.75mm²) ei kestä standardien EN 50525-2-21 ja EN 50363-2-1 mukaista taivutuskoetta alhaisessa lämpötilassa. Valonheitin ei täytä kotelointiluokan IPX4 (roiskevesikoe) vaatimuksia. Valonheitin ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
28.04.2017;ElectroGEAR (erä: 2016/06);40502/L3301S;;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;6438140405029;Sähköisku;Myyntikielto;YNS-20161121-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=33425,http://marek.tukes.fi/Tuote.aspx?kuvaid=33421,http://marek.tukes.fi/Tuote.aspx?kuvaid=33422;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Kauppahuone Harju Oy ,Maahantuoja,Myllypuronkatu 30,33330,TAMPERE;;Valonheitin ei täytä vahvistetulle eristykselle asetettuja vaatimuksia. Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
28.04.2017;Luminum;LUPR01P;16 A, 220 -250 V, 50 Hz, 1P+N+PE, IP44. Pistorasia, malli 110xx/115xx, valmistaja Mennekes.;Asennustarvikkeet, kaapelit, komponentit;Pistorasiakeskus;6430051310553;Sähköisku;Markkinoilta poisto;JAT-20170207-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=34106,http://marek.tukes.fi/Tuote.aspx?kuvaid=34103,http://marek.tukes.fi/Tuote.aspx?kuvaid=34104;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Luminum Oy ,Valmistaja,Ratastie 5,03100,NUMMELA;;Tuote ei täytä kotelointiluokan IPX4 (roiskevesikoe) vaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 61439-1 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
28.04.2017;JAHTIJAKT;1A31KG-2;Class II, IPX0, Input:100-240VAC, 50-60Hz, Output: 8,4VDC, 450mA;Verkkoliitäntäkojeet ja lataus;Latauslaite;;Sähköisku;Palautusmenettely;JAT-20161209-05;http://marek.tukes.fi/Tuote.aspx?kuvaid=33953,http://marek.tukes.fi/Tuote.aspx?kuvaid=33951,http://marek.tukes.fi/Tuote.aspx?kuvaid=33952;Poista tuote välittömästi käytöstä. Hävitä tuote SER -jätteen mukana.;Erätukku Oy ,Maahantuoja,Takatie 6 C,90440,KEMPELE;;Tuotteessa on havaittu testeissa vakava eristyspuute, joka voi aiheuttaa verkkojännitteen pääsyn ulostuloliuskoihin, mikä voi johtaa sähköiskuun liuskoja kosketetaessa.;
02.05.2017;Rope Light;AX1-104110 (tuote 964088);DS - 10.8W, 230V, 50Hz,Lk II, IP44;Valaisimet ja valaisintarvikkeet;Valoletku, LED;9711295007880;Sähköisku;Markkinoilta poisto;YNS-20161021-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=32665,http://marek.tukes.fi/Tuote.aspx?kuvaid=32660,http://marek.tukes.fi/Tuote.aspx?kuvaid=32662;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Koopman International Finland Ab ,Maahantuoja,Hitsaajankatu 22,00810,HELSINKI;;Valaisimen liitäntäjohto (Taizhou Wire Factory H05RN-F 2x1.0mm² ) ei kestä standardien EN 50525-2-21 ja EN 50363-2-1 mukaista taivutuskoetta alhaisessa lämpötilassa.Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardien EN 60598 vaatimuksia;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
05.05.2017;Fisherman Tools;Viiltosuojakäsine kalan käsittelyyn, tuotenro BEK-4012;;Tavara;Suojakäsine;;Leikkautuminen/viiltyminen;Markkinoilta poisto;KAS-20170420-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=35457;Toiminnanharjoittaja on vapaaehtoisesti sitoutunut lopettamaan tämän tuotteen markkinoinnin, myynnin ja muun luovuttamisen sekä ryhtymään toimenpiteisiin, joilla myymättömät tuotteet saadaan kerätyksi pois markkinoilta. Puute tuotteen turvallisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta www.kkv.fi/kuluttajaneuvonta.;N.S.F. Nordic Sports Finland Oy ,Ilmoittaja,Kaupinkatu 16,45130,KOUVOLA;;Tuote ei täytä henkilönsuojaimille asetettuja muodollisia vaatimuksia.;Toiminnanharjoittaja on vapaaehtoisesti ryhtynyt korjaaviin toimenpiteisiin eli keskeyttänyt tuotteen uudet toimitukset ja poistanut tuotteen markkinoilta.
08.05.2017;Fenix;ARE-C2;Luokka II, IPX0. Sisäänmeno: 100-240V, 50-60Hz, 12-24V, Ulostulo: 4.2V/1.5V, 1Ax4/0.5Ax4;Verkkoliitäntäkojeet ja lataus;Latauslaite;6942870320526;Sähköisku;Myyntikielto;YNS-20161021-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=32717,http://marek.tukes.fi/Tuote.aspx?kuvaid=32711,http://marek.tukes.fi/Tuote.aspx?kuvaid=32713;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Delotec Oy ,Maahantuoja,Ahjokatu 13,40320,JYVÄSKYLÄ;;Verkkojohdon pistotulppa ei täytä litteän pistotulpan mitoitukselle annettuja vaatimuksia. Kosketintappeihin on mahdollista koskea kun pistotulppaa laitetaan tai otetaan pois pistorasiasta.Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60335 vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
09.05.2017;VIPE-LED;VIP00642/GM-MD150P (liitäntälaite: AD-007-A1);Valaisin: DS-7W, 20Vdc, 270mA, lk. III, IP20 / Liitäntälaite: 185-265V, 50Hz, 0,05A, 18-22Vdc / 270mA, lk. II, IP20;Valaisimet ja valaisintarvikkeet;Kattovalaisin LED-moduulilla (upotettava);;Sähköisku;Markkinoilta poisto;JAT-20161130-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=33518,http://marek.tukes.fi/Tuote.aspx?kuvaid=33513,http://marek.tukes.fi/Tuote.aspx?kuvaid=33515;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Kivi-Pekat Oy Aputoiminimi Vipe-Led,Maahantuoja,Riihitie 31,90440,KEMPELE;;Valaisimen liityntälaitteen sisäinen eristys verkkojännitteestä on riittämätön. Valaisimen mukana ei ole toimitettu asennusohjeita.Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevien eurooppalaisten harmonisoitujen standardien EN 60598 ja EN 61347  vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
10.05.2017;Star Hunter / ShenzenShengli Mains (latauslaite);PA6099W / SJ-10001501 (latauslaite);INPUT: 100-240V ~ 50/60Hz, 0,1A.OUTPUT: 10 V  0,15 A;Lelut, vapaa-aika, urheilu;Radiopuhelin;6430045701008;Palo;Markkinoilta poisto;YNS-20170209-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=35194,http://marek.tukes.fi/Tuote.aspx?kuvaid=35192,http://marek.tukes.fi/Tuote.aspx?kuvaid=35193;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Kauko Oy Kaukomarkkinat,Maahantuoja,Itämerenkatu 5,00180,HELSINKI;;VHF- radiopuhelimen, Star Hunter, malli: PA 6099W, latauslaitteen kotelomateriaali ei täytä standardissa EN 60950 annettuja tulenkestoisuusvaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60950 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
10.05.2017;LEDenergie;6337/PO 4823;DS-50W, 230V, 50Hz, Class II, IP65;Valaisimet ja valaisintarvikkeet;Katto- tai seinävalaisin, LED;6430058413417;Sähköisku;Markkinoilta poisto;YNS-20170223-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=35172,http://marek.tukes.fi/Tuote.aspx?kuvaid=35168,http://marek.tukes.fi/Tuote.aspx?kuvaid=35169;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Blue Import BIM Oy ,Maahantuoja,Hampuntie 12-14,36220,KANGASALA;;Valaisimen rakenne ei täytä kosketussuojausvaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
10.05.2017;Heat Oval LED;OCL-627-EN;DS-7W, 220-240V, 50Hz, luokka I, IP44;Valaisimet ja valaisintarvikkeet;Seinävalaisin;7340051803414;Sähköisku;Myyntikielto;YNS-20161201-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=33536,http://marek.tukes.fi/Tuote.aspx?kuvaid=33533,http://marek.tukes.fi/Tuote.aspx?kuvaid=33534;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Heat Finland Oy ,Maahantuoja,Sininärhentie 5 C 52,02650,ESPOO;;Valaisimen liityntälaitteen muuntajan sisäinen eristys verkkojännitteestä on riittämätön. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevien eurooppalaisten harmonisoitujen standardien EN 60598 ja EN 61347  vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
11.05.2017;JOHNTOY;27521 / WIC351549;;Tavara;Lelu;8711866275212;Tukehtuminen,Kuristuminen;Palautusmenettely;TAP-20160818-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=35565,http://marek.tukes.fi/Tuote.aspx?kuvaid=35566,http://marek.tukes.fi/Tuote.aspx?kuvaid=35567;Toiminnanharjoittaja on vapaaehtoisesti järjestänyt tuotetta koskevan palautusmenettelyn. Lisäksi Tukes on päätöksellään velvoittanut toiminnanharjoittajaa lopettamaan välittömästi tämän tuotteen markkinoinnin, myynnin ja muun luovuttamisen sekä ryhtymään toimenpiteisiin, joilla myymättömät tuotteet saadaan kerätyksi pois markkinoilta.;Economy-Agency Oy Nastola ,Maahantuoja,Moisionkatu 6,15100,LAHTI;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=2708;Punaisessa paketissa olevasta tuotteesta irtoaa pieniä osia, joista voi aiheutua lapsille tukehtumisvaara. Lisäksi tuotteessa oleva ohjaimen johto voi aiheutua lapsille kuristumisvaaran.;Toiminnanharjoittaja on  vapaaehtoisesti ryhtynyt tuotetta koskevan palautusmenettelyn järjestämiseen. Lisäksi Tukes on antanut asiasta myyntikieltopäätöksen.
22.05.2017;V-TAC;VT-23030 SKU3007;Input: 100-240VAC, 50/60Hz , Output: 12VDC, 2,5A, class II;Valaisimet ja valaisintarvikkeet;Muuntaja led-valoille;3800230622013;Sähköisku;Palautusmenettely;YNS-20170208-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=35180,http://marek.tukes.fi/Tuote.aspx?kuvaid=35175,http://marek.tukes.fi/Tuote.aspx?kuvaid=35176;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Focus Interiors Oy ,Maahantuoja,Kuusipolku 35,37150,NOKIA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=2727;Vakavat eristyspuutteet sekä läpilyönti jännitekokeessa. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 61347 vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
11.05.2017;HATSAN;AT44 ja AT44-10 ilmakiväärit;;Tavara;Ilma-ase;;Silmävamma,Muut ulkoiset vammat;Markkinoilta poisto;RES-20170109-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=35228;Toiminnanharjoittaja on vapaaehtoisesti sitoutunut ryhtymään toimenpiteisiin, joilla myymättömät tuotteet saadaan kerätyksi pois markkinoilta korjauksia varten. Ilmoitus koskee ilma-aseita, jotka on valmistettu/myyty vuonna 2015 tai aikaisemmin (ennen huhtikuuta 2015 tuotteen maahantuoja on ollut Normark Suomi Oy). Puute tuotteen turvallisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta www.kkv.fi/kuluttajaneuvonta.;K. Hjorth Oy Ab Hjorth Urheilutukku,Maahantuoja,Kohmankaari 7,33310,TAMPERE;;Tietynkaltaisen tapahtumaketjun jälkeen, kun asetta on osin käsitelty ja käytetty käyttöohjeiden vastaisesti, ilma-ase saattaa laueta ilman että liipaisimeen kosketaan.;Toiminnanharjoittaja on vapaaehtoisesti ryhtynyt korjaaviin toimenpiteisiin eli kerännyt markkinoilla olevat myymättömät tuotteet pois myynnistä korjattavaksi.
22.05.2017;Oukitel;K7000 (latauslaite: TX-140806);AC100-240 V, 50/60 Hz, 0,2 A., output: 5,0 V, 1000 mA;Viihde-elektroniikka;Matkapuhelin;2050003979375;Sähköisku;Palautusmenettely;JAT-20170214-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=35152,http://marek.tukes.fi/Tuote.aspx?kuvaid=35150,http://marek.tukes.fi/Tuote.aspx?kuvaid=35151;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;e-ville.com distribution Oy ,Maahantuoja,Yhdystie 1 ,04600,MÄNTSÄLÄ;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60950 vaatimuksia. Latauslaitteen eristyksessä havaittiin testauksessa vakava puute, joka johti myös jännitekokeessa läpilyöntiin ensiön ja toision välillä.;Tukesin tekemä palautusmenettelyä koskeva päätös.
22.05.2017;Kempten;8491;Napaluku 2+PE, 230 V, IP44;Asennustarvikkeet, kaapelit, komponentit;Johtokela;6438152084915;Sähköisku;Myyntikielto;JAT-20170201-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=35200,http://marek.tukes.fi/Tuote.aspx?kuvaid=35195,http://marek.tukes.fi/Tuote.aspx?kuvaid=35196,http://marek.tukes.fi/Tuote.aspx?kuvaid=35198;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Toolnet Elektro Oy ,Maahantuoja,Sorvaajankatu 11a B,00880,HELSINKI;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 61242 vaatimuksia. Johtokelan runkoon tuli reikä matalan lämpötilan iskukokeessa.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
19.05.2017;Master;Viiltosuojakäsine kalan käsittelyyn;;Tavara;Suojakäsine;;Leikkautuminen/viiltyminen;Markkinoilta poisto;KAS-20170420-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=35573;Toiminnanharjoittaja on vapaaehtoisesti sitoutunut lopettamaan tämän tuotteen markkinoinnin, myynnin ja muun luovuttamisen sekä ryhtymään toimenpiteisiin, joilla myymättömät tuotteet saadaan kerätyksi pois markkinoilta. Puute tuotteen turvallisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta www.kkv.fi/kuluttajaneuvonta.;Kalastuskolmio Oy ,Maahantuoja,Mierolantie 4,13721,PAROLA;;Tuote ei täytä henkilönsuojaimille asetettuja muodollisia vaatimuksia.;Toiminnanharjoittaja on vapaaehtoisesti ryhtynyt korjaaviin toimenpiteisiin eli keskeyttänyt tuotteen uudet toimitukset ja poistanut tuotteen markkinoilta.
